d,pobs,turn,risk
298,29,0,1
298,29,1,1
297,29,0,1
297,29,1,1
297,29,0,1
297,29,1,1
296,29,0,1
296,29,1,1
296,29,0,1
296,28,1,1
296,28,0,1
296,29,1,1
296,29,0,1
296,29,1,1
295,29,0,1
295,29,1,1
294,29,0,1
294,29,1,1
293,29,0,1
293,29,1,1
293,29,0,1
293,29,1,1
293,29,0,1
293,29,1,1
292,29,0,1
292,29,1,1
291,29,0,1
291,29,1,1
290,29,0,1
290,29,1,1
289,29,0,1
289,29,1,1
288,29,0,1
288,28,1,1
287,28,0,1
287,28,1,1
286,28,0,1
286,29,1,1
286,29,0,1
286,28,1,1
286,28,0,1
286,27,1,1
285,27,0,736940505788821819724795216379629781333711100755536666337939624611342909803030910672604303285772278881003259460444933590111994624796371624209354144751783628540938271640465870704246950213604954888906785581656205952509899058374540632384514664769297202171306281077616714410099567169757377514814209939895826331671977629876636795756583380044962898979737316508684417667805253714409423505093612735437069259411945767617726165533508168196191814143766859326671260022295190396476334911712503850802162115533049890232460064579480801919999940291021215198019920225609588184338113458932436623569744060090646854874061106709514409590042187783503384996018612309877707600098050095920229299000709925699350084268670411906181534595374345582705438036457277640411226375750598857508805153384976029583572762841573679271888515073800118995225353245341372015425193568450956320951262756226982427545970500631200771155270842509435440967183152207425430379954225577833729804648926639742566411926567723226457009608388743399591544789885507634999656679304210196092605778524345634367065024074933039048252646988805759472267675961302496153572829934550795620605474485973791736144135275866176939597554884914160879570167641998106320741942329988370037056032635218265514136488355983/1046720874214325799713618211474558475221032820891670054795705419024234145794053690043744651952144370269440760907667261144095227746017363144927067071781783786678735182273997887704003791334700876498898526726537950827025806297989363908134083077128068389119483903712436152082958022257314976371091141793184194477887991103684838539436762092273222774036911921793985388263346796571432707599965543516894202683331284108549278411278860326973442009997988446284908687711751856210032621635079687190276470163045234734227257209358938150596115455118621416749797013888052926894030500361483331643541501196248192991830133609974448356752007332612239411891900550372368049525403245779249020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
285,29,1,1
