start,turn,ax,ay,crash,done,see_dx,see_dy,risk
True,False,7,8,0,0,-1,-1,0.0
True,True,7,7,0,0,-1,-1,0.0
True,False,7,7,0,0,-1,-1,0.0
True,True,8,7,0,0,-1,-1,0.0
True,False,8,7,0,0,-1,-1,0.0
True,True,8,8,0,0,-1,-1,0.0
True,False,8,8,0,0,-1,-1,0.0
True,True,8,7,0,0,-1,-1,0.0010483106279913761
True,False,8,7,0,0,-1,-1,0.010425510507654128
True,True,8,7,0,0,-1,-1,0.013234476222951432
True,False,8,7,0,0,-1,-1,0.04114378338850477
True,True,8,6,0,0,-1,-1,0.09067039173940412
True,False,8,6,0,0,-1,-1,0.18887651611010814
True,True,8,5,0,0,-1,-1,0.28691916119113947
True,False,8,5,0,0,-1,-1,0.4617769684569558
True,True,7,5,0,0,-1,-1,0.5164047593974008
True,False,7,5,0,0,-1,-1,0.5059502473076856
True,True,7,4,0,0,-1,-1,0.45036184039958266
True,False,7,4,0,0,-1,-1,0.4144158397590465
True,True,8,4,0,0,-1,-1,
