start,turn,ax,ay,crash,done,see_dx,see_dy,risk
True,False,7,8,0,0,-1,-1,0.0
True,True,7,8,0,0,-1,-1,0.0
True,False,7,8,0,0,-1,-1,0.0
True,True,7,7,0,0,-1,-1,0.0
True,False,7,7,0,0,-1,-1,0.00357443771029293
True,True,7,8,0,0,-1,-1,0.0
True,False,7,8,0,0,-1,-1,0.002528373383087823
True,True,8,8,0,0,-1,-1,0.0
True,False,8,8,0,0,-1,-1,0.0011634258247678942
True,True,8,8,0,0,-1,-1,0.00034380913414663373
True,False,8,8,0,0,-1,-1,0.002473001911460028
True,True,8,7,0,0,-1,-1,0.0015781062216329196
True,False,8,7,0,0,-1,-1,0.004328019376504442
True,True,7,7,0,0,-1,-1,0.0015309220723112248
True,False,7,7,0,0,-1,-1,0.002917758441808523
True,True,6,7,0,0,-1,-1,0.0012255758721121796
True,False,6,7,0,0,-1,-1,0.0013936287582526265
True,True,6,6,0,0,-1,-1,0.00040347381219995313
True,False,6,6,0,0,-1,-1,0.00038701963437617925
True,True,6,7,0,0,-1,-1,0.00010064395751105913
True,False,6,7,0,0,-1,-1,0.0001055273644389763
True,True,7,7,0,0,-1,-1,2.806917563877225e-05
True,False,7,7,0,0,-1,-1,2.7614541630456757e-05
True,True,6,7,0,0,-1,-1,6.775493255842033e-06
True,False,6,7,0,0,-1,-1,6.603483992603971e-06
True,True,7,7,0,0,-1,-1,1.9270099366747117e-06
True,False,7,7,0,0,-1,-1,1.8288518175669649e-06
True,True,8,7,0,0,-1,-1,5.292555690417932e-07
True,False,8,7,0,0,-1,-1,4.895471511782174e-07
True,True,8,6,0,0,-1,-1,1.2670102850967837e-07
True,False,8,6,0,0,-1,-1,1.1896859060216105e-07
True,True,8,6,0,0,-1,-1,3.3560207382899696e-08
True,False,8,6,0,0,-1,-1,3.1440752157215566e-08
True,True,8,6,0,0,-1,-1,8.239933565298536e-09
True,False,8,6,0,0,-1,-1,7.61003320513391e-09
