d,pobs,turn,risk
298,29,0,1
298,29,1,1
297,29,0,1
297,29,1,1
297,29,0,1
297,29,1,1
296,29,0,1
296,29,1,1
295,29,0,1
295,29,1,1
294,29,0,1
294,29,1,1
294,29,0,1
294,27,1,1
294,27,0,1
294,26,1,1225660999339063653732468573592029308138496310140413029118537099001618181545840148080604545666425462168711632011987992166229672752560801751335010524923527092631347702405931426724445075800454567247006853/17275816180957801413913808505191385770162368439654334749632307455165207935893731419944657239911955640754974633026607642641610129586294264542728433498743777543336307065479116837277225534771581323810216545969362299099220666037552790436633989219380795608856209004100210056066722752824323825024420633299859909932412655848103855464805176071856197111838857362341834137736471158868404349322507279212745482135716
293,26,0,14423847181863565843837271495767038317948543030397029085492969727502564199980401231899167461351132931686273953611617491405358943280897341008420542005332937952694134339173316955621755824823982526996854336/208047367525731520919400043142535146398920621798286973077374531226037708188769959355824527155592821452216105846059698194507647071877791354857580564366219050146726165319827522409175133920770382565676298097272082019492124840905163912155749578107427670228179303164965903978334726528559486855365427709669546106702996419310497307627222528337084479957229218040954718245431093671758806157488749592206909127572775
293,25,1,852444336777575259139883048557201252666594743466983287479521521595168213970630931828128226876282515166885701613798509178805019397089605198748806945607438285874835958749847578552176613524729739934337836915/363330673652019977618212186978260724259981958201823025694924519705703167286729988155351308145881184748751455970578543513240446316094649925071720791434763056014411061335267628484557916084858299269417976346495263224974317460359703880426979888468546531799025465476734431866582323582367626495711076218973519936414831057788520780073521762326362530980563498788721638053869400306585610808212593870428255642619744492
292,25,0,96835584683802343054394602324333165950531745647661782066439938171796263322866511153480827586929308866639049066505324234881338929208740936086885948892103991107088674535322373628083654099747408676265285001/42197087074736667355123511042284403295462867720192875813480349631491161094364573535338014173426442260713307521495116980057537896276310324779647302628207705142189709049930045706778819202901310006020833951604605209342959350482567304341582250044101819419467412323851848966479372077581607379862080904841352105900967870228493297992997577811536860936353398350193309588782016132989369567171186596753264888271403392
292,25,1,852444336777575259139883048557201252666594743466983287479521521595168213970630931828128226876282515166885701613798509178805019397089605198748806945607438285874835958749847578552176613524729739934337836915/363330673652019977618212186978260724259981958201823025694924519705703167286729988155351308145881184748751455970578543513240446316094649925071720791434763056014411061335267628484557916084858299269417976346495263224974317460359703880426979888468546531799025465476734431866582323582367626495711076218973519936414831057788520780073521762326362530980563498788721638053869400306585610808212593870428255642619744492
292,25,0,378905147633014257454656479004607895352682342325683438890876104090805806487925787827351181828942056937575622888930102575190820768739949238915570855960256026570774523807142805732108655986669609192330059435/71784555451387488643970098024053505147004719080607478679614778101706837120546421719773902477277637806154957780897162035782238162815049608230244699770969309142128614859268881937939563375271192819134521223027997466231296821186513201554139870368122946399402637658991548516272253977867504793586035100211575928457309949491271799411885657646689469590553692878593993081148722563836423108007973830001265447937051708
292,25,1,301154908696961303948858594073950147137012347118117110608817556325856306451787872360683393453642770043401204039698392304108758006063918490541941138269481351320099508920253636514755748657478426671429099331/45347139516132077247719841061260213188637706553975905316116382834406471941871772957853859422867138502899535409271167657093840381790615748913620328381971169297200167805286683942881050141455194123688647855969104786148935670084503002345554034113314789571108439209616100230598121050295342614278927087942905625840490578332576303351854207533882939210007061870241143586848684005679330348352011616535068795230254480
