d,pobs,turn,risk
299,29,0,1
299,29,1,1
299,29,0,1
299,29,1,1
299,29,0,1
299,28,1,1
298,28,0,1
298,29,1,1
297,29,0,1
297,29,1,1
296,29,0,1
296,29,1,1
295,29,0,1
295,28,1,1
294,28,0,1
294,29,1,1
293,29,0,1
293,29,1,1
293,29,0,1
293,29,1,1
292,29,0,1
292,29,1,1
291,29,0,1
291,28,1,1
290,28,0,1
290,28,1,1
289,28,0,1
289,29,1,1
288,29,0,1
288,29,1,1
288,29,0,1
288,29,1,1
287,29,0,1
287,28,1,1
287,28,0,1
287,27,1,1
286,27,0,2496649/3551200
286,27,1,1
286,27,0,2496649/3551200
286,27,1,75945308/86153067
285,27,0,7313863/10388315
285,26,1,343352543834901222148281718527442616670555433643413739386625079348057030284073266602712155748430623435834171994052382253639456335409450952732800721188648193370967862808700419201884975509775880084477/117890969357890471784951044550626289185347940863297477843696175681018407499448007429686200913082398224734141280663657811057852380821698175469075230578344596777075781273578216396701711352894308203167223098154735924090937207686264275661887407162092676360727715834857815058927412164653389988322789150974692339760941756373639967648513670138148214660115709768195821152433531033258198335375571039526629
285,26,0,975368365981732651253490469252410445603430599957435983039832871600664022727666552935403400314394684721991133283248491039247933513265783423313123904337495346988269790532841553394482663002419850766873/475671724678891978433485734095234899026561812883234043839015434819421478968175730770517668759423419148792014280878890905659518974739273734365824882135371482736757364808002119179885791489662486764242462883838432840055658675572564007721996224493765126769806750057857163860059376738043835119972303302010573226843312799079829985765192586992410221441280101923023181043909966316123642863921562349747744
285,27,1,22245734800828502778105904201466944405953819625920780635711477106906260804776584202388515858415654003010533029400106084901026978218982400110121180903234934421034427682294033607914059971322769724439/12371817920718886118515768637279717294691402711515857279482802069110464298440262999873827699650794673128302697841499134880720505753484025786947998594380432784483589805825724682054017321254752407340626312746220073683630038424943535548764888852498351905865664678374224844413773637330091344428129749553514620233125430663736666761611262854680527872891321937092389201903142796348599006244622383903129
285,27,0,971130549760977874409560970485314352079971561118363072950891587582257295762885237679303829038096769716985572792574261600346264638281240383998996374075630892391161187541410199579338098721305442123373/471547272339471218099259335849326106442379506541898401586157786446811703202137966164801833070476073006943333398426140889544530161062713747303533336991829530896132658391333525856713510318131051158590305751200772031938455899123892387387037410571404228970995365294141112843112239462341851369635168127041314033406368887300928428734262126023965346085426010333087252450279554960802945524706594494275540
285,26,1,1194994016406314660344068299879699248467771236884748144765247186388097474117781441325949753487563139510656111178743276325679778382872298139759242139494183664841329606032183187377466572158984037868621/714005349623367715830763325554344790982965335357771049663651974011243208134394471466710227335419878279249754424214106489099148133691426070975289664732859937780660601496906148255141928655404097933221342783800381077891736176319777694005669970715279716914819466611704587830146017873859803406500475748881754037626541145295519176431594197889297151622301627353659781203804203260741440534677903258379308
284,26,0,146568688965558259669710828777288655867150961664556700156994458522427870012166809031459295605537697752582587985249404425613031216006909489655707197275903082610747862144555996000441783413266034223633/21482380585078654219809601759210701004654261866836504839654416077065951340800108684130576126398384847245668760999467997257877907929402760348319289566575013224759596755276065613408055556035808290744008569036685462331680531961014984626669119370998047825278032190395771073376353825248615580284186790819838474480308654539931707848863349492587536613626781402571995169899797340298328955457007976047360
284,25,1,19973993894632770677337522969716305807735387710428813549887945724749920588810889713274756207871228119895566601716802734845537763161053862960753034942721571911698332712446770954343458580622946625631967/199480216051395153074175482206656580517763651971586186959838276300653851029759039402208324830267458771054063130793194904951635523679870019503087925009422438800196574767895892187171368520073106169680446721149958917221054584137233270325408802235210724754908543516237921257641553629615130612439424444942314480549859522182211391948194184140776090834673867554758633578531809303910806134060302521922180944
284,25,0,14164941377909962094236689378348446413409489424975888688626711197638188811403736568436025909626199065450218371629487320311145833085711569396679505007374327933050544427663683464509037802771522173336568/200645564239596324146484102213955940994369217737191432933415556501346092615352073417695082860556499437237668485360691188697550367783516991267353602013905017628560961986650378332372661565011998826560819360431695852560083058082357365435362255711226907061506691886956134248604320971741611881919611142276958991911580605183308475017767689321316843655692101354674117749915500432561269404891200867902552415
284,24,1,1008068723858674485508750852242318175014165493038949974548655796148449200517017096754301221853835239218580515294883980814773490000078752420161080053790325786118683080674008493757376146112528329317026017/1016202552021973747867666152094125768643090215734748553738722794942353311256930256345773912446368592264451249410458601586018061015428420534393038553895604614726394621190722801078603841707105917786940024269860748909598148868074825954552040245319737699708426762060796666562468619107022597632414239609551115937137466420478989597501968794988201505768098708537589969093330583114267830340615320854517739559613
284,24,0,714891141696445005418125760124705738431621367354012044542192274475391745740930514487651515987992644275373778438199810821818899050231762561245968921620224072701408650257206499221560988480240985285044941/1022138688952015243660911760875053396610434819147397978336668043301171954382362496919218816957281309005064410418729059119697812367586169613891393028846687756667910057983535696836092607269421756862638651023449987316554851583035534684501579198191837922473785309187155840908981374927563712918267212450685253516996058873014195772205317642810667355301629113219075990045274380544909835573445805304698060453824
284,24,1,1008068723858674485508750852242318175014165493038949974548655796148449200517017096754301221853835239218580515294883980814773490000078752420161080053790325786118683080674008493757376146112528329317026017/1016202552021973747867666152094125768643090215734748553738722794942353311256930256345773912446368592264451249410458601586018061015428420534393038553895604614726394621190722801078603841707105917786940024269860748909598148868074825954552040245319737699708426762060796666562468619107022597632414239609551115937137466420478989597501968794988201505768098708537589969093330583114267830340615320854517739559613
284,24,0,714891141696445005418125760124705738431621367354012044542192274475391745740930514487651515987992644275373778438199810821818899050231762561245968921620224072701408650257206499221560988480240985285044941/1022138688952015243660911760875053396610434819147397978336668043301171954382362496919218816957281309005064410418729059119697812367586169613891393028846687756667910057983535696836092607269421756862638651023449987316554851583035534684501579198191837922473785309187155840908981374927563712918267212450685253516996058873014195772205317642810667355301629113219075990045274380544909835573445805304698060453824
284,24,1,2279424182753098803453173371019399407767863291864527568676293921424812351985203110878654267952742999417319348054487421024177597824601188452889410005262439008725569957048817876860204210805804195246229527/2597887302459545726852057104479228223031547771540104142450370271494432008080502824690163711202145523413866442605933418823074839170049263801805547171869449808108133315670320410615257240422793193259866275605727001479820751488607124909526955085611423994989349397579775918112501561673717524137764725179874794505045899746630663267996778078040943297243165231939705072078068346136394064197126519094455516579344
284,24,0,712082581215066606974527270166737715983185532051517468815199009610810037779835410613974854662804933260075202288868139339466032870851192534694264137659762733080803098475722968379568421667959247308305953/1014123204939725267243241448669919415851119739999258236557153055033304873976502760906063359110527675358531046070844058658916641956748125681153409766779492983809821300462280967358546726790478569507006140216545844514704541010947768225107455601208971582420299979262448111917976898750495827750393935408489587183044456630843459094692824818665892463220906179293284703606052065919302399504645999247542586540386
284,23,1,71273588155507722627856579822249342756931498884500971833326355595858009330432840528495568770337625531041991728093198754420305743607403784775440529224863498068985176496652217346926106394251750348738405057/7619886552840400541990933699791738677868596977499655805225214778335224309209796423517591530896233509855362111683035716927298765552677003142943686301524062156386006971231274693612771507946788912946510264119984545405704701153362095739741352076292745894667053155616930522419419096525695317124613651282207546169878919707653293935667126878302667832616061537722712661700081447934725651644980868667778089125317920
283,23,0,45468043641266204386756418106554662427650057501183011423303835612010685211668756857749021279170256229660755002512533275613762016693630819473109035488765627216277037594740817543493179697682086362168902988/2067342992563716351316626660479724056786116600304243940209814677441564665556040280465619139842211721408178683730774440510195563106222272981869426688554878337665302367874201178536502701656168408264132617425327882778117134775231667030875499167840039925818078102421759299618349265504853095580915526130971688769350183122477262361307042508828789958422072529293027795398149129099985661319083047301881542288987735
283,22,1,298305620615810687565833979210105717077588126451838699793181918875304595933288180386652404473771209649740304465115320484452656970669970527034623371236762258548548889595818973988640609338487293779722911429/1067834919491675576575613168873318906463247415583024004390135780254476284226663551890070052772157018877659835901091453279674137514453675545040614638509538375767669992848515093857538273578377359689812840277817665048336097348779570007852830967482641328990068497082423710910870352930533329901327094771529024545202247648765398530233736614049682127820543027698010820780110754265658593324163626427077807908397627260
