d,pobs,turn,risk
299,29,0,1.0
299,29,1,0.9866775424765659
299,29,0,1.0
299,29,1,0.996672731649862
299,29,0,1.0
299,28,1,0.9957795737215233
298,28,0,0.9999999999999999
298,29,1,0.9967134582086483
297,29,0,1.0
297,29,1,0.9967538707499054
296,29,0,1.0
296,29,1,0.9967939695313806
295,29,0,1.0000000000000002
295,28,1,0.9960269571237904
294,28,0,1.0
294,29,1,0.9968732269610416
293,29,0,1.0
293,29,1,0.9969123862394222
293,29,0,1.0
293,29,1,0.996912386239422
292,29,0,1.0
292,29,1,0.9969512330181602
291,29,0,1.0
291,28,1,0.9962621368179071
290,28,0,1.0
290,28,1,0.9901919814091594
289,28,0,1.0
289,29,1,0.9970659021854051
288,29,0,1.0
288,29,1,0.9971035029059645
288,29,0,1.0
288,29,1,0.9971035029059645
287,29,0,1.0
287,28,1,0.9964855992495341
287,28,0,1.0
287,27,1,0.9827600293493239
286,27,0,0.7030434782608695
286,27,1,0.9657027606617627
286,27,0,0.7030434782608695
286,27,1,0.8733145326131376
285,27,0,0.704046822742475
285,26,1,2.812235339560752e-198
285,26,0,2.050507978101873e-198
285,27,1,1.7643278099469327e-198
285,27,0,2.0594546349366138e-198
285,26,1,1.6486807481732282e-198
284,26,0,6.822739640022518e-198
284,25,1,9.667292978165193e-200
284,25,0,7.059683702752622e-200
284,24,1,8.968207414951151e-202
284,24,0,6.9940714187801035e-202
284,24,1,9.577446205373905e-202
284,24,0,6.9940714187801035e-202
284,24,1,8.694670327896372e-202
284,24,0,7.0216578347017505e-202
284,23,1,9.030670252916687e-204
283,23,0,2.1993468500323488e-203
283,22,1,2.5225542376882992e-205
283,22,0,1.9724000062299437e-205
283,22,1,2.6967732164763792e-205
282,22,0,6.606861571050683e-205
282,21,1,7.17473187173434e-207
282,21,0,5.6244562839486816e-207
282,21,1,7.678211002217845e-207
282,21,0,5.6244562839486816e-207
282,21,1,6.987163413116873e-207
281,21,0,1.8985964638980948e-206
281,20,1,2.0799196105566924e-208
280,20,0,5.156575474759804e-208
280,19,1,5.032500436546938e-210
279,19,0,1.333820226288371e-209
279,18,1,1.2239030112660425e-211
279,18,0,9.5813157518175e-212
279,18,1,1.30195704924984e-211
279,18,0,9.5813157518175e-212
279,17,1,8.254889148231162e-214
278,17,0,2.205560768400199e-213
278,16,1,1.7759506575477046e-215
277,16,0,4.778261705933815e-215
277,16,1,6.472979257642737e-215
277,16,0,4.778261705933815e-215
277,15,1,3.5831949298225376e-217
276,15,0,9.708403248455354e-217
276,16,1,8.202678423681723e-217
275,16,0,3.361636535176708e-216
275,14,1,2.556888047006277e-218
274,14,0,2.547993692611519e-218
274,13,1,4.5071263203311584e-220
273,13,0,4.4948339050866965e-220
273,12,1,7.349892931387981e-222
272,12,0,7.335366555484217e-222
272,11,1,1.102176248835278e-223
272,11,0,3.145261996861267e-224
272,10,1,4.291941260956313e-226
272,10,0,1.2247757728827222e-226
272,10,1,1.2104894983192216e-226
272,10,0,3.1043489506490806e-226
272,9,1,1.3660620796249655e-228
271,9,0,3.836779918972851e-228
271,7,1,4.419405421694897e-233
270,7,0,4.580223221897556e-233
270,8,1,1.571355762637888e-232
270,8,0,1.1735935196679552e-232
270,8,1,3.1588051706742176e-233
269,8,0,4.173053090413901e-232
269,8,1,1.1126309065784455e-232
269,8,0,4.173053090413901e-232
269,6,1,1.374159604808869e-234
269,6,0,3.877669665075833e-235
269,5,1,2.7913989506409446e-237
268,5,0,2.80202309889647e-237
268,3,1,2.1592405580055397e-242
267,3,0,5.810978660172086e-242
267,3,1,4.489117669578005e-242
266,3,0,2.0961608756657633e-241
266,3,1,1.616371942102442e-241
266,3,0,2.096160875665763e-241
266,2,1,2.7604232649763423e-244
266,2,0,2.0724221734333004e-244
266,2,1,2.7604232649763423e-244
265,2,0,7.509414670910017e-244
265,2,1,9.271945083523005e-244
264,2,0,2.731610002190987e-243
264,1,1,2.3717160146821663e-246
263,1,0,2.4610212923222123e-246
263,0,1,2.898543251663303e-249
262,0,0,1.0265986645821636e-248
262,0,1,6.610103767576486e-249
261,0,0,3.7871973951348045e-248
261,1,1,3.1062726031655674e-249
260,1,0,1.3984581950607298e-247
260,1,1,1.6350949489772793e-249
259,1,0,5.0360907832696256e-247
259,0,1,3.5922641807618585e-249
258,0,0,1.406474587431017e-246
258,0,1,5.422171887965534e-249
257,0,0,2.627669874686723e-246
257,1,1,1.6325921187494832e-249
256,1,0,5.916388995165826e-246
256,0,1,1.4454799146119788e-249
255,0,0,6.364608344232457e-246
255,0,1,1.1493908825508688e-249
254,0,0,6.271322535055461e-246
254,1,1,2.770053718052484e-250
253,1,0,1.1950730746343792e-245
253,0,1,2.1006747126016896e-250
252,0,0,1.0949456987327861e-245
252,0,1,1.6016504823267204e-250
251,0,0,1.0202989699615473e-245
251,0,1,1.2296427323055806e-250
250,0,0,9.643585237086596e-246
250,0,1,9.507025556680049e-251
249,0,0,9.216047651148054e-246
249,0,1,7.40035860048498e-251
248,0,0,8.88148721908971e-246
248,0,1,5.797448179091696e-251
247,0,0,8.613469893543372e-246
247,0,1,4.568864333850837e-251
246,0,0,8.394180170982324e-246
246,1,1,9.483628742313657e-252
245,1,0,1.6389939438202133e-245
