start,turn,ax,ay,crash,done,see_dx,see_dy,risk
True,False,7,8,0,0,-1,-1,0.0
True,True,7,7,0,0,-1,-1,0.0
True,False,7,7,0,0,-1,-1,0.0
True,True,8,7,0,0,-1,-1,0.0
True,False,8,7,0,0,-1,-1,0.0
True,True,8,6,0,0,-1,-1,0.0008170171828205167
True,False,8,6,0,0,-1,-1,0.006947732359915227
True,True,7,6,0,0,-1,-1,0.005365429468486845
True,False,7,6,0,0,-1,-1,0.015648777300106068
True,True,6,6,0,0,-1,-1,0.01198586680155421
True,False,6,6,0,0,-1,-1,0.017675549878544573
True,True,6,5,0,0,-1,-1,0.008537306655753833
True,False,6,5,0,0,-1,-1,0.009553874678669132
True,True,6,6,0,0,-1,-1,0.00204111308202506
True,False,6,6,0,0,-1,-1,0.0024411752444816236
True,True,7,6,0,0,-1,-1,0.0005689009634370621
True,False,7,6,0,0,-1,-1,0.0006417955382941249
True,True,7,5,0,0,-1,-1,0.00020853127146723815
True,False,7,5,0,0,-1,-1,0.0002050943320067655
True,True,7,4,0,0,-1,-1,5.4282314476885647e-05
True,False,7,4,0,0,-1,-1,5.181014879036637e-05
True,True,8,4,0,0,-1,-1,1.5015749868217253e-05
True,False,8,4,0,0,-1,-1,1.4247330083122762e-05
True,True,7,4,0,0,-1,-1,3.316827420413564e-06
True,False,7,4,0,0,-1,-1,3.072003951614398e-06
True,True,7,5,0,0,-1,-1,8.232704472851308e-07
True,False,7,5,0,0,-1,-1,7.822328831047263e-07
True,True,8,5,0,0,-1,-1,2.2410045168579758e-07
True,False,8,5,0,0,-1,-1,2.1834164127973814e-07
True,True,8,4,0,0,-1,-1,6.108579746849874e-08
True,False,8,4,0,0,-1,-1,5.4733538306611386e-08
True,True,8,4,0,0,-1,-1,1.58619263871899e-08
True,False,8,4,0,0,-1,-1,1.3686175708423005e-08
True,True,8,5,0,0,-1,-1,4.0362782032411665e-09
True,False,8,5,0,0,-1,-1,3.4140081870368094e-09
True,True,7,5,0,0,-1,-1,8.312410375013384e-10
True,False,7,5,0,0,-1,-1,7.759451656888953e-10
True,True,6,5,0,0,-1,-1,0.49421571001777453
True,False,6,5,0,0,-1,-1,0.45333439449452956
True,True,5,5,0,0,-1,-1,0.48849840858494736
True,False,5,5,0,0,-1,-1,0.4423555645014028
True,True,6,5,0,0,-1,-1,0.43759540111779216
True,False,6,5,0,0,-1,-1,0.3506523620113833
True,True,7,5,0,0,-1,-1,0.31419831707192014
True,False,7,5,0,0,-1,-1,0.3040729634093143
True,True,8,5,0,0,-1,-1,0.15053870204918024
True,False,8,5,0,0,-1,-1,0.13628660214238605
True,True,8,6,0,0,-1,-1,0.038804106656298236
True,False,8,6,0,0,-1,-1,0.041748487782775824
True,True,8,7,0,0,-1,-1,0.01373876217682793
True,False,8,7,0,0,-1,-1,0.014194213187030355
True,True,7,7,0,0,-1,-1,0.0029576422549121182
True,False,7,7,0,0,-1,-1,0.0029890673091678825
True,True,8,7,0,0,-1,-1,0.0008209339302948291
True,False,8,7,0,0,-1,-1,0.0008632675833916533
True,True,7,7,0,0,-1,-1,0.4165784620793228
True,False,7,7,0,0,-1,-1,0.47502779449534693
True,True,8,7,0,0,-1,-1,0.31225818900400354
True,False,8,7,0,0,-1,-1,0.5900818219708219
True,True,8,6,0,0,-1,-1,0.3293332305444033
True,False,8,6,0,0,-1,-1,0.3441116943668532
True,True,7,6,0,0,-1,-1,0.37764565909309333
True,False,7,6,0,0,-1,-1,0.461784427651657
True,True,8,6,0,0,-1,-1,0.23290727191014374
True,False,8,6,0,0,-1,-1,0.404769121704288
True,True,8,5,0,0,-1,-1,0.24787382960475682
True,False,8,5,0,0,-1,-1,0.35396537691973845
True,True,8,5,0,0,-1,-1,0.1351238898761745
True,False,8,5,0,0,-1,-1,0.14170741915677512
True,True,7,5,0,0,-1,-1,0.5299548476889415
True,False,7,5,0,0,-1,-1,0.45821670227227873
True,True,8,5,0,0,-1,-1,0.5081333474106636
True,False,8,5,0,0,-1,-1,0.49572802216710393
True,True,8,5,0,0,-1,-1,0.34887053481333063
True,False,8,5,0,0,-1,-1,0.36533740327190156
True,True,8,6,0,0,-1,-1,0.16194754533472705
True,False,8,6,0,0,-1,-1,0.16262679760290494
True,True,8,7,0,0,-1,-1,0.05405634167867295
True,False,8,7,0,0,-1,-1,0.05357806086003885
True,True,7,7,0,0,-1,-1,0.10681600877137397
True,False,7,7,0,0,-1,-1,0.5711888395047741
True,True,6,7,0,0,-1,-1,0.21444157280243004
True,False,6,7,0,0,-1,-1,0.5350948275704173
True,True,5,7,0,0,-1,-1,0.4607611952091105
True,False,5,7,0,0,-1,-1,0.5201324668127709
True,True,5,8,0,0,-1,-1,0.26899571747968865
True,False,5,8,0,0,-1,-1,0.5389028073349347
True,True,5,8,0,0,-1,-1,0.24670411683470442
True,False,5,8,0,0,-1,-1,0.3609048044466032
True,True,6,8,0,0,-1,-1,0.08975073706370731
True,False,6,8,0,0,-1,-1,0.15947768633020287
True,True,6,8,0,0,-1,-1,0.038287513667929415
True,False,6,8,0,0,-1,-1,0.04884104830305214
True,True,5,8,0,0,-1,-1,0.2691921797932881
