d,pobs,turn,risk
298,29,0,1.0
298,29,1,1.0
297,29,0,1.0
297,29,1,1.0
297,29,0,1.0
297,29,1,1.0
296,29,0,1.0
296,29,1,1.0
296,29,0,1.0
296,28,1,1.0
296,28,0,1.0
296,29,1,1.0
296,29,0,1.0
296,29,1,1.0
295,29,0,1.0
295,29,1,1.0
294,29,0,1.0
294,29,1,1.0
293,29,0,1.0
293,29,1,1.0
293,29,0,1.0
293,29,1,1.0
293,29,0,1.0
293,29,1,1.0
292,29,0,1.0
292,29,1,1.0
291,29,0,1.0
291,29,1,1.0
290,29,0,1.0
290,29,1,1.0
289,29,0,1.0
289,29,1,1.0
288,29,0,1.0
288,28,1,1.0
287,28,0,1.0
287,28,1,1.0
286,28,0,1.0
286,29,1,1.0
286,29,0,1.0
286,28,1,1.0
286,28,0,1.0
286,27,1,1.0
285,27,0,0.7040469646453857
285,29,1,1.0
284,29,0,0.7050502300262451
284,28,1,1.0
284,28,0,0.7050502300262451
284,27,1,1.0
283,27,0,0.7060534954071045
283,25,1,3.3271463564673937e-199
282,25,0,3.2500102347408496e-199
282,24,1,1.1013535503321679e-200
281,24,0,1.07687100478385e-200
281,25,1,3.687915705578962e-200
280,25,0,8.819445042692567e-200
280,26,1,1.2390005749017938e-199
279,26,0,2.977016738786248e-199
279,23,1,3.960133193111652e-201
278,23,0,9.569407315347686e-201
278,25,1,1.3408611958340936e-200
277,25,0,3.255513870612972e-200
277,23,1,2.6097418015300983e-200
277,23,0,1.3118267569415464e-200
277,23,1,1.3408611958340936e-200
277,23,0,3.243672843011068e-200
277,24,1,2.805447674394899e-200
276,24,0,1.1112500404940811e-199
276,22,1,1.4034717661623346e-201
275,22,0,1.3742686636427243e-201
275,22,1,1.4034717661623346e-201
274,22,0,1.180670618903949e-200
274,21,1,1.4181649104929306e-202
274,21,0,1.0141070914973477e-202
274,19,1,8.839924290038304e-207
274,19,0,2.5189500384105522e-207
274,17,1,4.329002058329814e-211
273,17,0,1.0773496436227608e-210
273,18,1,3.0575921387972686e-211
272,18,0,3.7529051891967054e-210
272,15,1,1.9694015615078753e-214
272,15,0,1.4153086027337736e-214
