d,pobs,turn,risk
299,29,0,0.99609375
299,29,1,0.99609375
298,29,0,0.99609375
298,29,1,0.99609375
298,29,0,0.99609375
298,29,1,0.99609375
297,29,0,0.99609375
297,29,1,0.99609375
297,29,0,0.99609375
297,29,1,0.99609375
297,29,0,0.99609375
297,29,1,0.99609375
297,29,0,0.99609375
297,28,1,0.99609375
296,28,0,0.99609375
296,29,1,0.99609375
296,29,0,0.99609375
296,28,1,0.99609375
295,28,0,0.99609375
295,29,1,0.99609375
295,29,0,0.99609375
295,29,1,0.99609375
295,29,0,0.99609375
295,29,1,0.99609375
294,29,0,0.99609375
294,28,1,0.99609375
294,28,0,0.99609375
294,27,1,0.99609375
294,27,0,0.693359375
294,25,1,7.319658792212276e-205
293,25,0,7.132773886879197e-205
293,26,1,2.3485203103523644e-204
293,26,0,1.6383576700866627e-204
293,25,1,1.3518008152426076e-204
292,25,0,5.307531311459455e-204
292,26,1,1.81278358173087e-204
292,26,0,5.307531311459455e-204
292,25,1,4.348188797416314e-204
292,25,0,5.307531311459455e-204
292,26,1,1.81278358173087e-204
292,26,0,5.307531311459455e-204
292,25,1,4.348188797416314e-204
292,25,0,5.307531311459455e-204
292,23,1,6.965599498905466e-208
292,23,0,2.106409455455037e-208
292,23,1,2.152035653046121e-208
292,23,0,4.851585677185248e-208
292,21,1,5.216862598915429e-212
292,21,0,1.5734131859718242e-212
292,22,1,5.216862598915429e-212
291,22,0,1.1844691594690547e-211
291,19,1,1.0198249874506258e-215
291,19,0,7.13877491215438e-216
291,19,1,5.824333817218018e-216
291,19,0,7.13877491215438e-216
291,18,1,7.18834973793323e-218
290,18,0,7.117528558249159e-218
290,18,1,7.18834973793323e-218
290,18,0,1.6501334866388598e-217
290,16,1,9.812260612966413e-222
289,16,0,9.72580897760988e-222
289,17,1,3.24193632586996e-221
288,17,0,7.504001948947001e-221
288,16,1,6.103485456171178e-221
288,16,0,7.504001948947001e-221
288,14,1,3.38757018425865e-225
288,14,0,1.0104668072983356e-225
288,13,1,1.6901574371422878e-227
287,13,0,1.6736680962921191e-227
287,14,1,5.6228652299075135e-227
287,14,0,3.9739311448906474e-227
287,13,1,3.2236661362079733e-227
286,13,0,1.3257430043535604e-226
286,11,1,3.673467657660865e-231
286,11,0,1.091976002345764e-231
286,10,1,1.411360112478864e-233
285,10,0,1.3956346516155898e-233
285,11,1,4.73336371984555e-233
284,11,0,1.1227979056377815e-232
284,11,1,3.506777772510158e-233
283,11,0,3.78669097587644e-232
283,9,1,1.862484270994044e-234
282,9,0,1.8428274449149513e-234
282,9,1,1.862484270994044e-234
282,9,0,4.462099519954069e-234
282,11,1,6.309841171388793e-234
281,11,0,1.5214383385217838e-233
281,10,1,4.5800404764286257e-234
280,10,0,5.205127545743777e-233
280,8,1,1.2961219695901824e-235
280,8,0,6.603465010945242e-236
280,7,1,6.214743596783495e-238
280,7,0,1.8056349639303397e-238
280,6,1,1.466890946091664e-240
279,6,0,1.466890946091664e-240
279,6,1,1.466890946091664e-240
279,6,0,3.5898992482626666e-240
279,5,1,1.0141992613503168e-242
278,5,0,2.4970537770430183e-242
278,4,1,5.806702675262701e-245
277,4,0,1.4359432231437812e-244
277,5,1,1.2414329857458188e-244
276,5,0,5.0114990576651486e-244
276,4,1,3.993180755993463e-244
275,4,0,1.7437270693793805e-243
275,2,1,3.168766523269669e-249
274,2,0,3.168766523269669e-249
274,1,1,7.1949222668076375e-252
273,1,0,7.1949222668076375e-252
273,1,1,7.1949222668076375e-252
273,1,0,1.8072553561175582e-251
273,1,1,1.4389844533615275e-251
272,1,0,6.4106416405679424e-251
272,0,1,2.8637964443195388e-254
271,0,0,1.0203107331854729e-253
271,0,1,6.4202320286605474e-254
270,0,0,3.6336914884203264e-253
270,1,1,3.263395948178079e-254
269,1,0,1.300030385886451e-252
269,0,1,9.03094878720301e-254
268,0,0,4.654535020944277e-252
268,0,1,3.6550034619594486e-253
267,0,0,1.6708587254671765e-251
267,0,1,1.4534765953681306e-252
266,0,0,6.0287310747468735e-251
266,0,1,5.711608908484736e-252
265,0,0,2.1932578208581386e-250
265,0,1,2.2028055850036653e-251
264,0,0,7.965563229982294e-250
264,0,1,8.320194469673287e-251
263,0,0,2.906884992420936e-249
263,1,1,2.652914466149925e-251
262,1,0,1.0649848921181807e-248
262,0,1,1.0829892473640311e-250
261,0,0,3.924731208986345e-248
261,1,1,3.423555429324582e-251
260,1,0,1.446982751782866e-247
260,0,1,1.413069093537955e-250
259,0,0,5.38568097574781e-247
259,0,1,5.65227637415182e-250
258,0,0,1.9933723777456623e-246
258,0,1,2.2259930122142302e-249
257,0,0,7.472911694149658e-246
257,0,1,8.415126524605953e-249
256,0,0,2.7960846625957093e-245
256,1,1,2.8021323800814427e-249
255,1,0,1.0497831930154735e-244
255,0,1,1.0719683996074803e-248
254,0,0,3.9702971986525264e-244
254,1,1,3.579047588266017e-249
253,1,0,1.5057380730336383e-243
253,0,1,1.3862262366259598e-248
252,0,0,5.730042758170563e-243
252,1,1,4.661491249107447e-249
251,1,0,2.1894987663808284e-242
251,0,1,1.7947614247499833e-248
250,0,0,8.406503624766525e-242
