d,pobs,turn,risk
298,29,0,1.0
298,29,1,1.0
298,29,0,1.0
298,29,1,1.0
298,29,0,1.0
298,29,1,1.0
298,29,0,1.0
298,29,1,1.0
298,29,0,1.0
298,29,1,1.0
298,29,0,1.0
298,29,1,1.0
297,29,0,1.0
297,28,1,1.0
297,28,0,1.0
297,29,1,1.0
297,29,0,1.0
297,29,1,1.0
297,29,0,1.0
297,29,1,1.0
296,29,0,1.0
296,28,1,1.0
296,28,0,1.0
296,29,1,1.0
295,29,0,1.0
295,28,1,1.0
295,28,0,1.0
295,29,1,1.0
294,29,0,1.0
294,29,1,1.0
293,29,0,1.0
293,28,1,1.0
293,28,0,1.0
293,29,1,1.0
292,29,0,1.0
292,29,1,1.0
292,29,0,1.0
292,29,1,1.0
291,29,0,1.0
291,29,1,1.0
291,29,0,1.0
291,28,1,1.0
290,28,0,1.0
290,28,1,1.0
289,28,0,1.0
289,28,1,1.0
288,28,0,1.0
288,29,1,1.0
287,29,0,1.0
287,29,1,1.0
287,29,0,1.0
287,29,1,1.0
286,29,0,1.0
286,29,1,1.0
285,29,0,1.0
285,29,1,1.0
285,29,0,1.0
285,29,1,1.0
284,29,0,1.0
284,29,1,1.0
284,29,0,1.0
284,29,1,1.0
284,29,0,1.0
284,27,1,1.0
283,27,0,1.0
283,28,1,1.0
282,28,0,8.209246828035959e-13
282,29,1,1.0
281,29,0,1.2735928852674924e-13
281,27,1,1.0
280,27,0,1.0
280,27,1,1.0
279,27,0,1.076316263314392e-14
279,27,1,4.322845347098605e-15
279,27,0,3.5793870088987815e-15
279,27,1,1.0
279,27,0,1.7673831610608155e-15
279,25,1,1.3490570018323948e-212
278,25,0,1.3194091834095012e-212
278,26,1,3.3756835156395244e-213
277,26,0,1.2423985304180947e-212
277,24,1,1.0438721500225594e-214
276,24,0,1.0203092096466081e-214
276,23,1,1.4404536720848276e-216
276,23,0,4.094199844527783e-217
276,23,1,8.372703298187779e-218
275,23,0,5.0929269866756045e-217
275,24,1,1.1207761475440472e-218
275,24,0,8.799202346833085e-218
275,24,1,1.0897358554222311e-219
275,24,0,1.5145765338345746e-218
