d,pobs,turn,risk
298,29,0,1.0
298,29,1,1.0
298,29,0,1.0
298,29,1,1.0
297,29,0,1.0
297,29,1,1.0
297,29,0,1.0
297,29,1,1.0
297,29,0,1.0
297,28,1,1.0
296,28,0,1.0
296,29,1,1.0
296,29,0,1.0
296,29,1,1.0
296,29,0,1.0
296,29,1,1.0
296,29,0,1.0
296,29,1,1.0
296,29,0,1.0
296,29,1,1.0
296,29,0,1.0
296,29,1,1.0
296,29,0,1.0
296,29,1,1.0
295,29,0,1.0
295,28,1,1.0
295,28,0,1.0
295,29,1,1.0
295,29,0,1.0
295,29,1,1.0
294,29,0,1.0
294,29,1,1.0
293,29,0,1.0
293,29,1,1.0
293,29,0,1.0
293,29,1,1.0
292,29,0,1.0
292,29,1,1.0
291,29,0,1.0
291,29,1,1.0
290,29,0,1.0
290,29,1,1.0
289,29,0,1.0
289,29,1,1.0
289,29,0,1.0
289,29,1,1.0
289,29,0,1.0
289,29,1,1.0
288,29,0,1.0
288,29,1,1.0
288,29,0,1.0
288,29,1,1.0
288,29,0,1.0
288,28,1,1.0
288,28,0,1.0
288,29,1,1.0
287,29,0,1.0
287,28,1,1.0
287,28,0,1.0
287,28,1,1.0
286,28,0,1.0
286,28,1,1.0
286,28,0,1.0
286,26,1,4.436203670916731e-208
285,26,0,4.330352660381437e-208
285,26,1,8.96415539298951e-209
284,26,0,7.141519619236232e-208
284,26,1,6.069495687043059e-208
283,26,0,1.561512166287536e-207
283,26,1,3.602070692078937e-208
283,26,0,3.439421970959578e-208
283,25,1,4.599411996727948e-211
283,25,0,7.128364098239914e-212
283,26,1,3.0693048944147865e-212
282,26,0,1.1240934476591317e-211
282,25,1,1.7801242791006983e-212
281,25,0,6.444226887754635e-212
281,24,1,1.494393638084443e-214
281,24,0,2.064942732535181e-214
281,23,1,3.6187855121066812e-217
281,23,0,1.826614556123513e-217
281,21,1,1.4479206120463102e-221
280,21,0,1.4083225628286917e-221
280,22,1,9.396726564626724e-223
280,22,0,3.067125799741392e-222
280,21,1,1.4410992956692914e-223
280,21,0,2.8264977064939195e-223
280,20,1,1.361767437058251e-225
