d,pobs,turn,risk
298,29,0,1
298,29,1,1
297,29,0,1
297,29,1,1
297,29,0,1
297,29,1,1
296,29,0,1
296,29,1,1
296,29,0,1
296,28,1,1
296,28,0,1
296,29,1,1
296,29,0,1
296,29,1,1
295,29,0,1
295,29,1,1
294,29,0,1
294,29,1,1
293,29,0,1
293,29,1,1
293,29,0,1
293,29,1,1
293,29,0,1
293,29,1,1
292,29,0,1
292,29,1,1
291,29,0,1
291,29,1,1
290,29,0,1
290,29,1,1
289,29,0,1
289,29,1,1
288,29,0,1
288,28,1,1
287,28,0,1
287,28,1,1
286,28,0,1
286,29,1,1
286,29,0,1
286,28,1,1
286,28,0,1
286,27,1,1
285,27,0,2477/3510
285,29,1,1
284,29,0,2477/3510
284,28,1,1
284,28,0,2477/3510
284,27,1,1
283,27,0,2477/3510
283,25,1,861209310978727929112073605318357207205777008345301540788990920072752498667300837487564381780602849887624614983429667409068870181352952275241045384681817217365371786275254496003471620360805903245927/2595856571911872647378693054925169325409666092624369759272026236885964718073986294039157219752799175885240598901894179464352768339473238044128304166484228963983251059308730231954211860870379042430379466561035221800693446474213871351452431295928881294499109477338559397699143025916256066720446659375506799207745104921395245162843946052702110767572306618828781410056111039583305299369842173589333000
282,25,0,1025269723755486662277750440429597446938769184978083456344982894084214555582070526356161158549672771082196304801872076712789536589241727682058427777771319076728437617355150696837257206819612643115015/3153497843133771257374099461005028629037221351793537049845204441627284540402691365944638684895334873545149207458549219578001996236929813336056669926054115975008513803447443172211187595537854137198299090343715821790408930342891778214352687571671576831635257249731524032831672928917501394482362294401014187639585540336525895259647186769096332041752633508389140931110576923025482050895832701788276288
282,24,1,180780668765559082945626501462627605086150488828352717955498106209570874291182332375377364618384095384553355266814396291908534102825268858320751709373803111393728971020315067088915124303195677072446883/16340452776778262087882867867825880368857675928391147098265232141162203595843632216190579182889592228987081285921957146148746129895341079572180403121098147847742347116275010876349033214964305761372200407664747705484849503097033264621868203162160725487977622311052780689227735629275390324247257026199141971580469433657498421680371567697684285123898612238736805915103541630991834196808737721732358736064
281,24,0,185896198426779126409729050579711746123781274366699948215891710098415651524403304213545263631232258834086891698110618941221395298733227271491792941307171335281004550242383079109984472754876873588574205/17278282007932961761535135911249522455670251612807528262530896902212145058178334406676521801034082177505373990068268962059596174114603830078855829897018594639896165063388645153645708039361332349621862391553230557851246258523434301098859674795518118416843573680869989198586334527535149683353214452914458356744989517170668879321699617975042077864663173562171884563286123513454881416973600680711240612832
281,25,1,3387062743333335386658823179723001408132541604521637636009188500788894880386933624777423413858350393618454292397713328463613206854120071997577139938940555770001818767224666271906932116203433896251953/91776886362252376219148098410390450298705848082991776949178720581927724990544729349508420090757874904956563472700580157234052734835960583902855043612998842854969239884753698426100354223050972489001481990592480489331756010095986051396076592386174003836065222417349301007877518459477411361841182874385172994775789973581671406503575921534581348952967564069219313039541379051845485683043978687001859174
280,25,0,3768970155088220474943863333986645370212560161322979435413764393792119216287889645704219262588685779597531421482099381099561020116277442373706336817476511035825799322920963773482269634369032978300523/42614732211268012600784276762848056806127562767229609006237309713823830564550895348122139720770368383141881377582994988832164428153013907059544585066056933601051059956249855279189787166444432151847937314578850236856020487964779726448950438209908459669999620302676369824262831371682882019890795377020700575644530903456237314754092276927234793557387481699204205284544927897265988661117286486831119064
