d,pobs,turn,risk
299,29,0,1
299,29,1,1
298,29,0,1
298,29,1,1
298,29,0,1
298,29,1,1
297,29,0,1
297,28,1,1
297,28,0,1
297,29,1,1
297,29,0,1
297,28,1,1
296,28,0,1
296,29,1,1
296,29,0,1
296,27,1,1
295,27,0,1
295,29,1,1
295,29,0,1292/1863
295,28,1,1
295,28,0,1292/1863
295,25,1,8808449298031584993202769920249595548325669078550742803498959958330852060702426277726919496360314840508728858241011146667084583424318225910534209591765169750788180836196024977827981704325728447301358127241/38794041662486475659967636182478992457846200332815878202188594999739261041045691961166576412698051140519135903593587293082395414965376223219639962449779259091246307451388897334004002451100502265134599245363656986358159768133069305338523405803343195387555528053833065046110010944792712202367714828930274368629107551067961737115433772548066345068116171192885340339955789060891581675540215983619434413289407672256
294,25,0,490324626883842939128533628967921120766852227998554797005404517606622815914942646127807021323016764938922660665158648438233200783838185823813040110060580215376886610738022299304653668567937521400657121763/961659945974377912794715929038148732579844541172646553944149324331625119665508486095285905506778886215324584480726377654805235061886637776900549634186936358952663794969667050963650651047156755187054762623820300793196946407529615612367138349230054673830935252473831910157585880503678768813079950887033680307810673701375364081648824097239407968359314945910072691127884762501903754739223496022044014924008237440
294,25,1,280616580395146984192653855767990670307596987346711731616338934416688738735227348450868966363784835415359292020647877775449972788733309484470921888817576504997472400270792815120305468856592449127625594193/669333298017733464032895816080259263731401960267899619267333103183200108932162134043262604437118489757983005459416106033540357723386896922091877488347590410412375620134561440878056710199528721938075479474053877162075946896962847395197625310840368566612003892135297464099370781603051249538495303635526824641890453615739813876566091859457476727266592980143540671468985787106345162273310278320620566547766677320
294,25,0,490324626883842939128533628967921120766852227998554797005404517606622815914942646127807021323016764938922660665158648438233200783838185823813040110060580215376886610738022299304653668567937521400657121763/961659945974377912794715929038148732579844541172646553944149324331625119665508486095285905506778886215324584480726377654805235061886637776900549634186936358952663794969667050963650651047156755187054762623820300793196946407529615612367138349230054673830935252473831910157585880503678768813079950887033680307810673701375364081648824097239407968359314945910072691127884762501903754739223496022044014924008237440
294,24,1,280891658790047554076550731080894567258738606309350923406869566906173882170665735098751651470430005131025946440229981764146798265737912398585537614408902575001589660636318857721740845241956162180515778450409/39449234712290269536985407779032917480042652777194448022324268417147678063644501963630811224372265845853822449897897393392487719241263963858614151893882573261318896820866837790852101916922413900575044955155023434351687176367111081572796045682611639720991124904469415901888727314549767229993363744932344088404260179240020779971886007059898936986519967987915940928835523677206184094438750798686980829817074108201780
293,24,0,285863909132465020426005378843087473969329719552810667858010119538968962656700679276205568533914048428182803523206927733369949120288440516439030908249720701051774539957719308974632625540504913150426967449687/40858833427086132438665116806980194583305719211275169196218794182060294241900299809913020032243902691023200588701376280929540949340580863051316534828434027098519431026095014446693826267640443173151244908104675376863392063368390259832125085316541946805285508153413266342806146204822437221960750071336509973528345422438915954348603149995041997124123634508405799739674342819369337870131108579049444275309959102910660
293,26,1,43282400875416065464016753979520505361868397580226243169023560757477230507140793912571751714128663750440395549844439925416623777013607396306871600892930442091190379328483567410704353209083942131633149731831/1873337832665343259495145977458094650344507881050615806739105409200204347897510682405615709659692485251665944862382788307698125109042060001717917586148583318787812615596789886298887914019374892302173244214834337240139280224762913559620848029047986132510369560894538808577035347886787856837785199783426514586313937429838386990722211462301143314058326788812137484727735765119796301478135521956458141103053106999757
293,26,0,124151809351291276028640015019370214843360466368238233577726430089773126497853574857136816882110333895605966138927471027884563281138296234600249970970404757119618061082085920160049220216363186208780033470533/7706783089641476348543997252490817654475755734503495915276242008132509418509292978195961237160275996411266577362351475951018908990635391054379699500648793439206951529045897854546995597443105026479908633534011342373831837598408268691923714676638520836720515743650827232238509438701338868267304474270793898152328951799503387215714735144330392955221947440815524626735504062376288461037732100193854806727420089959840
293,23,1,1036552646890131125958662472978822862348430144971480073414342142124667302880980669126127515210086827101038481950329754064092936453221282877048861157363118303211215572778820099895337187313692776317550236600041/4834891753714197961922896289225370697011064266792709698106008734760693204552187167073128181824085439573050033691728430851344336766387058259566053006197973394352030481356315918979122839583228746353881893684846459629166457664330830027297859308446117702540378995772623934470584441403178352689099703946438064381276429372746688758341912321476354718224750930262458087995063426530289909771531661015921074301538706419376684
292,23,0,2061841725572997942895591559768753922713545061617876781839458485458101684818630475723901707081736621803147277265107903219613348011703000251361966333845724277051380329305596634334764215538322841474213905834880/4251133776039813025038181587075203068467833791741138909962468948139762263303897841116531273528559016659181852753465161678366920430760288990760334348586397398513099581249400264418004507285579517679478071786422318039151648066123096155461312432533735529888539421813786625603928057696568880011731302364390168866716337522465427618196319339207895834513859459093096930637531917522463722114206222207504253604571687030368991
292,24,1,12072428357692182290286245102898088375633148946737019924332894271402450910150366762820404380208885485786055076996600893808015459514120005198396651392291831052537696338889784446891919212890797576272284700134831/72870652643123305367222964023790947815242008039270013496977060019477254216786971651216686076358601837367691883316437880042275717028720466827449170547911268681616918439674278403964513458774458077562719967942442114239548181738949525528332473706556651452582609496613028970412368009850332117662167230400227118750829511816694274532965887845969658643738864707643998724013173910406338503003005518418770171627595259090204280
292,24,0,2061841725572997942895591559768753922713545061617876781839458485458101684818630475723901707081736621803147277265107903219613348011703000251361966333845724277051380329305596634334764215538322841474213905834880/4251133776039813025038181587075203068467833791741138909962468948139762263303897841116531273528559016659181852753465161678366920430760288990760334348586397398513099581249400264418004507285579517679478071786422318039151648066123096155461312432533735529888539421813786625603928057696568880011731302364390168866716337522465427618196319339207895834513859459093096930637531917522463722114206222207504253604571687030368991
292,21,1,38508521570435952362829643638654117989504974122262354516867836915061546626040130429257419271270164718387011373050424765214260115071288912027011126029959348002924769205990420620893211935733915678937214924936284127/741446665242076877479905112936392088599991867795805647595367816395763903104553476504700394044663782017000433447409197819021746926671588637538548524574991017271634547965983733634013702904305338529038008039104920055289742477890092107231002091667621116897511745227927435337866406094075047977397759677709117642528152840468170626929306448863819160351854187926823957398799441458388832494685230280164192507173056256595362245440704
291,21,0,8421287489087192388725517807909884122668486578689974154359706885728321392960107784602056982072646052818384925688302289576418828311814331156643869506268019513782206122517862570124804691009060099159405162404062275/70917545747139365995285326773967525071346693038194340114194176539049584634423029104284878924967479676483272091958193837888766747505635234123698388266020066900980041176867255649957281546143866015633712270816173289434246779734051309641571340152372322858081440478798474966328642280637404312109171343611908047980696147219968694889154713950140687208297372943440781031391198503634043721956673263101563938552989740127089265060101
291,21,1,10285919934197371439661468999177202044042865484952572029480486953293503977748285135117329920708710294408005095055636383461037658354075548374629006275543167191583159985487280871111164167529171415148607272042465404/105799424146153034919103162340819907193942364535594953683379535945489362268016356617649848344171260047968034103002599475225010518119759170777424361736054477871971426210480455096811385496576674678662219149872384148679910388309045503458594150369892199529305882247347489421069456165600279667673917312277481655649124772988153952788698459208955849778051460342023081004694396012392021566094445627259733373815321887953372481498255
291,21,0,8421287489087192388725517807909884122668486578689974154359706885728321392960107784602056982072646052818384925688302289576418828311814331156643869506268019513782206122517862570124804691009060099159405162404062275/70917545747139365995285326773967525071346693038194340114194176539049584634423029104284878924967479676483272091958193837888766747505635234123698388266020066900980041176867255649957281546143866015633712270816173289434246779734051309641571340152372322858081440478798474966328642280637404312109171343611908047980696147219968694889154713950140687208297372943440781031391198503634043721956673263101563938552989740127089265060101
291,22,1,25055845579777324019640563652030835966025298483181260618235917033763634018591426899670915010297654563930119226552937848959627602633065444143154885832927676827974345993030834819830629982299885078181236438321233356/627788195873220788434603715288371267009690870211732981290158378406367418903302890826589639403041339688957355957187552898778268720044315998468701349163439584809074077167998849931791667761652181207015531128729146858515999820218105478363212242473963037169122918509727204878265095212099897330678161612102412925500481599541269107125418722026156538315043192646756115204538228984123941771480219982545302082974599979937873739786015
