d,pobs,turn,risk
299,29,0,0.99609375
299,29,1,0.99609375
298,29,0,0.99609375
298,29,1,0.99609375
298,29,0,0.99609375
298,28,1,0.99609375
297,28,0,0.99609375
297,29,1,0.99609375
296,29,0,0.99609375
296,29,1,0.99609375
295,29,0,0.99609375
295,29,1,0.99609375
294,29,0,0.99609375
294,29,1,0.99609375
294,29,0,0.99609375
294,29,1,0.99609375
294,29,0,0.99609375
294,29,1,0.99609375
293,29,0,0.99609375
293,29,1,0.99609375
293,29,0,0.99609375
293,29,1,0.99609375
292,29,0,0.99609375
292,29,1,0.99609375
292,29,0,0.99609375
292,29,1,0.99609375
292,29,0,0.99609375
292,29,1,0.99609375
292,29,0,0.99609375
292,29,1,0.99609375
292,29,0,0.99609375
292,29,1,0.99609375
291,29,0,0.99609375
291,29,1,0.99609375
290,29,0,0.99609375
290,28,1,0.99609375
290,28,0,0.99609375
290,29,1,0.99609375
289,29,0,0.99609375
289,28,1,0.99609375
289,28,0,0.99609375
289,29,1,0.99609375
289,29,0,0.99609375
289,29,1,0.99609375
289,29,0,0.99609375
289,28,1,0.99609375
289,28,0,0.99609375
289,29,1,0.99609375
288,29,0,0.99609375
288,29,1,0.99609375
288,29,0,0.99609375
288,28,1,0.99609375
287,28,0,0.99609375
287,28,1,0.99609375
287,28,0,0.99609375
287,27,1,0.99609375
287,27,0,0.701171875
287,26,1,2.686326488195973e-199
287,26,0,1.8861441300099384e-199
287,26,1,2.686326488195973e-199
286,26,0,6.221826091201615e-199
286,26,1,7.805860555365806e-199
286,26,0,6.221826091201615e-199
286,24,1,9.050213015596591e-203
285,24,0,8.89073789637903e-203
285,24,1,9.050213015596591e-203
285,24,0,2.1130453296326843e-202
285,22,1,2.5209995042326855e-206
284,22,0,2.4625979713160982e-206
284,21,1,7.148104289269801e-208
284,21,0,2.106409455455037e-208
284,19,1,4.3257259272145726e-212
283,19,0,1.0285202419214048e-211
283,20,1,3.202522413924952e-212
282,20,0,3.460580741771658e-211
282,20,1,1.0656509365756072e-211
281,20,0,1.1673890399281216e-210
281,20,1,3.5793989646651056e-211
280,20,0,3.932883177773112e-210
280,18,1,3.9915496753267516e-212
279,18,0,3.917288286018347e-212
279,18,1,3.9915496753267516e-212
278,18,0,3.252648851708125e-211
278,15,1,1.1579262878345647e-217
278,15,0,8.250667433194299e-218
278,16,1,2.4344780516399487e-218
277,16,0,2.8257650693944423e-217
277,15,1,2.2591956319218724e-217
277,15,0,2.8257650693944423e-217
277,16,1,8.32148861287837e-218
276,16,0,9.716665852654574e-217
276,16,1,2.8257650693944423e-217
276,16,0,9.716665852654574e-217
276,14,1,7.458355485478752e-219
275,14,0,7.369829010873663e-219
275,14,1,7.458355485478752e-219
275,14,0,1.850203319246361e-218
275,14,1,2.310540987192824e-218
275,14,0,1.850203319246361e-218
275,12,1,6.132662883104008e-223
274,12,0,6.078630611006175e-223
274,13,1,2.123468293444824e-222
273,13,0,5.338388483265868e-222
273,13,1,1.496693937109965e-222
273,13,0,5.338388483265868e-222
273,11,1,3.1828385282629557e-224
272,11,0,3.1490683582018103e-224
272,9,1,1.5201111096249235e-228
271,9,0,3.844077585695569e-228
271,9,1,3.040222219249847e-228
271,9,0,3.844077585695569e-228
271,8,1,1.6666472441332582e-230
271,8,0,4.730218627672895e-231
271,6,1,1.1026250878741125e-235
270,6,0,2.813383232570159e-235
270,7,1,7.647733896397048e-236
269,7,0,9.975839235139603e-235
269,7,1,2.690528069575829e-235
268,7,0,3.567713933355346e-234
268,7,1,9.508989615761149e-235
268,7,0,3.567713933355346e-234
268,6,1,2.801097716270726e-234
267,6,0,1.277693695141033e-233
267,4,1,6.0287811918604364e-239
266,4,0,6.0287811918604364e-239
266,4,1,6.0287811918604364e-239
266,4,0,1.5776810482182038e-238
266,4,1,1.9616034325754853e-238
265,4,0,5.6868503182922326e-238
265,2,1,1.0389135032785285e-243
264,2,0,1.0389135032785285e-243
264,2,1,1.0389135032785285e-243
264,2,0,2.7368734579760355e-243
264,0,1,7.965563229982294e-250
263,0,0,2.906884992420936e-249
263,1,1,5.3031009996868426e-250
262,1,0,1.0649848921181807e-248
262,0,1,1.3486898838709748e-249
261,0,0,3.924731208986345e-248
261,0,1,4.696408786553945e-249
260,0,0,1.446982751782866e-247
260,0,1,1.8645964996429787e-248
259,0,0,5.38568097574781e-247
259,0,1,7.23491375891433e-248
258,0,0,1.9933723777456623e-246
258,0,1,2.782229383736939e-247
257,0,0,7.472911694149658e-246
257,1,1,8.519879136945446e-248
256,1,0,2.7960846625957093e-245
256,0,1,3.631423894435764e-247
255,0,0,1.0497831930154735e-244
255,0,1,1.5240806744647329e-246
254,0,0,3.9702971986525264e-244
254,0,1,6.275100489585e-246
253,0,0,1.5057380730336383e-243
253,0,1,2.4957379724959145e-245
252,0,0,5.730042758170563e-243
252,0,1,9.696907423221949e-245
251,0,0,2.1894987663808284e-242
251,0,1,3.649927395879412e-244
250,0,0,8.406503624766525e-242
250,0,1,1.331823037242519e-243
249,0,0,3.2220048736038946e-241
249,0,1,4.778086772787594e-243
248,0,0,1.2419364240073194e-240
248,0,1,1.6622616052456456e-242
